STT,Tên tạp chí,ISSN,eISSN,Impact Factor
1454,Genome Instability & Disease, ,2524-7662, 
1455,Genome Integrity,2041-9414, , 
1456,Genome Medicine, , , 
1457,Genus, ,2035-5556, 
1458,Geo-Marine Letters,0276-0460,1432-1157,2.1
1459,Geo-spatial Information Science, , , 
1460,GeoInformatica,1384-6175,1573-7624,2.0
1461,GeoJournal,0343-2521,1572-9893,2.7
1462,Geochemical Transactions,1467-4866,1467-4866, 
1463,Geochemistry International,0016-7029,1556-1968,0.8
1464,Geochronometria, , , 
1465,Geoenvironmental Disasters, ,2197-8670, 
1466,Geography and Natural Resources,1875-3728,1875-371X,0.3
1467,Geoheritage,1867-2477,1867-2485,2.9
1468,Geologie en Mijnbouw, , , 
1469,Geology of Ore Deposits,1075-7015,1555-6476,0.7
1470,Geomagnetism and Aeronomy,0016-7932,1555-645X,0.6
1471,Geomechanics and Geophysics for Geo-Energy and Geo-Resources,2363-8419,2363-8427,5.0
1472,Geometriae Dedicata,0046-5755,1572-9168,0.5
1473,Geometric and Functional Analysis,1016-443X,1420-8970,2.2
1474,Georgian Mathematical Journal, , , 
1475,Geoscience Letters, ,2196-4092, 
1476,Geosciences Journal,1226-4806,1598-7477,1.2
1477,Geotechnical and Geological Engineering,0960-3182,1573-1529,1.7
1478,Geotectonics,0016-8521,1556-1976,1.1
1479,Geothermal Energy, ,2195-9706, 
1480,Geriatric Nephrology and Urology, , , 
1481,Geriatrie-Report, , , 
1482,German Journal of Exercise and Sport Research,2509-3142,2509-3150,1.3
1483,GeroScience, ,2509-2723,5.6
1484,Geron, , , 
1485,Gesunde Pflanzen,0367-4223,1439-0345,3.1
1486,Gezinstherapie Wereldwijd,1566-0206,1876-5874, 
1487,GigaScience, , , 
1488,Giornale Italiano di Health Technology Assessment, , , 
1489,Glass Physics and Chemistry,1087-6596,1608-313X,0.7
1490,Glass Structures & Engineering,2363-5142,2363-5150,1.9
1491,Glass and Ceramics,0361-7610,1573-8515,0.6
1492,Global Business Perspectives, , , 
1493,Global Change & Human Health, , , 
1494,Global Health Research and Policy,2397-0642, , 
1495,Global Implementation Research and Applications, ,2662-9275, 
1496,Global Journal of Flexible Systems Management,0972-2696,0974-0198, 
1497,Global Philosophy,2948-152X,2948-1538,0.5
1498,Global Public Policy and Governance,2730-6291,2730-6305, 
1499,Global Social Welfare, ,2196-8799,1.4
1500,Global Surgical Education - Journal of the Association for Surgical Education, ,2731-4588, 
1501,Globalization and Health,1744-8603, , 
1502,Glycoconjugate Journal,0282-0080,1573-4986,3.0
1503,Glycosylation & Disease, , , 
1504,Gold Bulletin,2364-821X,2190-7579,2.2
1505,Graefe's Archive for Clinical and Experimental Ophthalmology,0721-832X,1435-702X,2.7
1506,Grammars, , , 
1507,Granular Computing,2364-4966,2364-4974,5.5
1508,Granular Matter,1434-5021,1434-7636,2.4
1509,Graphene and 2D Materials,2731-6505,2731-6513, 
1510,Graphs and Combinatorics,0911-0119,1435-5914,0.7
1511,Gravitation and Cosmology,0202-2893,1995-0721,0.9
1512,"Green Technology, Resilience, and Sustainability", ,2731-3425, 
1513,Group, , , 
1514,Group Decision and Negotiation,0926-2644,1572-9907,3.0
1515,Grundwasser,1430-483X,1432-1165,0.7
1516,Gruppe. Interaktion. Organisation. Zeitschrift für Angewandte Organisationspsychologie (GIO),2366-6145,2366-6218, 
1517,Gut Pathogens,1757-4749, , 
1518,Gynecologic Oncology Research and Practice,2053-6844, , 
1519,Gynecological Surgery, , , 
1520,Gynäkologische Endokrinologie,1610-2894,1610-2908,0.2
1521,Gyroscopy and Navigation,2075-1087,2075-1109, 
1522,gynäkologie + geburtshilfe,1439-3557,2196-6435, 
1523,HAND, , , 
1524,HEC Forum,0956-2737,1572-8498,1.5
1525,HMD Praxis der Wirtschaftsinformatik,1436-3011,2198-2775, 
1526,HNO,0017-6192,1433-0458,0.9
1527,HNO Nachrichten,0177-1000,2198-6533, 
1528,HSS Journal ®, , , 
1529,Hague Journal on the Rule of Law,1876-4045,1876-4053,2.2
1530,Harm Reduction Journal,1477-7517, , 
1531,Head & Face Medicine, , , 
1532,Head & Neck Oncology,1758-3284, , 
1533,Head and Neck Pathology, ,1936-0568,2.1
1534,Health & Justice,2194-7899,2194-7899, 
1535,Health Care Analysis,1065-3058,1573-3394,1.9
1536,Health Care Management Science,1386-9620,1572-9389,3.6
1537,Health Economics Review,2191-1991,2191-1991, 
1538,Health Information Science and Systems, ,2047-2501,6.0
1539,Health Research Policy and Systems,1478-4505, , 
1540,Health Services and Outcomes Research Methodology,1387-3741,1572-9400,1.5
1541,Health Statistics Quarterly, , , 
1542,Health Systems, , , 
1543,Health and Quality of Life Outcomes,1477-7525, , 
1544,Health and Technology,2190-7188,2190-7196,2.5
1545,Heart Failure Reviews, ,1573-7322,4.6
1546,Heart and Vessels,0910-8327,1615-2573,1.5
1547,Heat and Mass Transfer,0947-7411,1432-1181,2.2
1548,Hebammen Wissen,2730-7247,2730-7255, 
1549,Heilberufe,0017-9604,1867-1535, 
1550,HeilberufeScience, ,2190-2100, 
1551,Helgoland Marine Research,1438-3888, , 
1552,Hellenic Journal of Surgery, , , 
1553,Helminthologia, , , 
1554,Hematology and Cell Therapy, , , 
1555,Hepatology International,1936-0533,1936-0541,6.6
1556,"Hepatology, Medicine and Policy",2059-5166, , 
1557,Herald of the Russian Academy of Sciences,1019-3316,1555-6492,0.5
1558,Hereditary Cancer in Clinical Practice,1897-4287, , 
1559,Hereditas,1601-5223, , 
1560,Heritage Science, ,2050-7445, 
1561,Hernia,1265-4906,1248-9204,2.3
1562,Herpesviridae,2042-4280, , 
1563,Herz,0340-9937,1615-6692,1.7
1564,Herzschrittmachertherapie + Elektrophysiologie,0938-7412,1435-1544, 
1565,High Blood Pressure & Cardiovascular Prevention,1120-9879,1179-1985,3.0
1566,High Energy Chemistry,0018-1439,1608-3148,0.7
1567,High Entropy Alloys & Materials,2731-5819,2731-5827, 
1568,High Temperature,0018-151X,1608-3156,1.0
1569,High Temperature Corrosion of Materials,2731-8397,2731-8400,2.2
1570,Higher Education,0018-1560,1573-174X,5.0
1571,Higher Education Policy, , , 
1572,Higher-Order and Symbolic Computation, , , 
1573,Histochemistry and Cell Biology,0948-6143,1432-119X,2.3
1574,Historical Archaeology,0440-9213,2328-1103,0.8
1575,History and Philosophy of the Life Sciences,0391-9714,1742-6316,2.0
1576,Holistic Integrative Oncology, ,2731-4529, 
1577,Homo Oeconomicus, ,2366-6161,0.8
1578,Hormones,1109-3099,2520-8721,3.2
1579,Horticulture Advances, ,2948-1104, 
1580,"Horticulture, Environment, and Biotechnology",2211-3452,2211-3460,2.4
1581,Huisarts Nu, , , 
1582,Huisarts en wetenschap,0018-7070,1876-5912, 
1583,Human Affairs, , , 
1584,Human Arenas,2522-5790,2522-5804,1.3
1585,Human Cell, ,1749-0774,4.3
1586,Human Ecology,0300-7839,1572-9915,2.0
1587,Human Evolution, , , 
1588,Human Factors and Mechanical Engineering for Defense and Safety, ,2367-2544, 
1589,Human Genetics,0340-6717,1432-1203,5.3
1590,Human Genomics,1479-7364, , 
1591,Human Nature,1045-6767,1936-4776,2.5
1592,Human Physiology,0362-1197,1608-3164, 
1593,Human Relations, , , 
1594,Human Resources for Health,1478-4491, , 
1595,Human Rights Review,1524-8879,1874-6306,1.4
1596,Human Studies,0163-8548,1572-851X,1.0
1597,Human-Centric Intelligent Systems, ,2667-1336, 
1598,Human-Intelligent Systems Integration,2524-4876,2524-4884, 
1599,Human-centric Computing and Information Sciences, , , 
1600,Humanistic Management Journal,2366-603X,2366-6048, 
1601,Hungarica Acta Physica, , , 
1602,Husserl Studies,0167-9848,1572-8501,1.3
1603,Hydrobiologia,0018-8158,1573-5117,2.6
1604,Hydrogeology Journal,1431-2174,1435-0157,2.8
1605,Hyperfine Interactions, ,1572-9540, 
1606,hautnah,1866-2250,2192-6484, 
1607,hautnah dermatologie,0938-0221,2196-6451, 
1608,IIC - International Review of Intellectual Property and Competition Law,0018-9855,2195-0237,1.0
1609,IIE Transactions, , , 
1610,IMA Fungus,2210-6359, , 
1611,IMF Economic Review, , , 
1612,IPSJ Transactions on Computer Vision and Applications, , , 
1613,ISSS Journal of Micro and Smart Systems,2509-7989,2509-7997, 
1614,IST International Surface Technology,1865-4827,2192-8703, 
1615,IZA Journal of Development and Migration, , , 
1616,IZA Journal of European Labor Studies, , , 
1617,IZA Journal of Labor & Development, , , 
1618,IZA Journal of Labor Economics, , , 
1619,IZA Journal of Labor Policy, , , 
1620,Ichthyological Research,1341-8998,1616-3915,1.2
1621,Iconographia mycologica, , , 
1622,Identity in the Information Society, , , 
1623,Il Cimento, , , 
1624,Il Nuovo Cimento (1855-1868), , , 
1625,Il Nuovo Cimento (1869-1876), , , 
1626,Il Nuovo Cimento (1877-1894), , , 
1627,Il Nuovo Cimento (1895-1900), , , 
1628,Il Nuovo Cimento (1901-1910), , , 
1629,Il Nuovo Cimento (1911-1923), , , 
1630,Il Nuovo Cimento (1924-1042), , , 
1631,Il Nuovo Cimento (1943-1954), , , 
1632,Il Nuovo Cimento (1955-1965), , , 
1633,Il Nuovo Cimento A (1965-1970), , , 
1634,Il Nuovo Cimento A (1971-1996), , , 
1635,Il Nuovo Cimento B (1965-1970), , , 
1636,Il Nuovo Cimento B (1971-1996), , , 
1637,Il Nuovo Cimento C, , , 
1638,Il Nuovo Cimento D, , , 
1639,Im Fokus Onkologie,1435-7402,2192-5674, 
1640,Immunity & Ageing,1742-4933, , 
1641,Immunogenetics,0093-7711,1432-1211,3.2
1642,Immunologic Research,0257-277X,1559-0755,4.4
1643,Immunome Research,1745-7580, , 
1644,Implementation Science,1748-5908, , 
1645,Implementation Science Communications,2662-2211, , 
1646,In Silico Cell and Tissue Science, , , 
1647,In Silico Pharmacology, ,2193-9616, 
1648,In Vitro Cellular & Developmental Biology - Animal, , ,2.1
1649,In Vitro Cellular & Developmental Biology - Plant, , ,2.6
1650,In vitro models, ,2731-3441, 
1651,InFo Hämatologie + Onkologie,2662-1754,2662-1762, 
1652,InFo Neurologie + Psychiatrie,1437-062X,2195-5166, 
1653,Indian Economic Review,0019-4670,2520-1778, 
1654,Indian Geotechnical Journal,0971-9555,2277-3347,1.4
1655,Indian Journal of Clinical Biochemistry,0970-1915,0974-0422,2.1
1656,Indian Journal of Gastroenterology,0254-8860,0975-0711,2.0
1657,Indian Journal of Gynecologic Oncology,2363-8397,2363-8400,0.4
1658,Indian Journal of Hematology and Blood Transfusion,0971-4502,0974-0449,0.9
1659,Indian Journal of History of Science, ,2454-9991, 
1660,Indian Journal of International Law, , , 
1661,Indian Journal of Microbiology,0046-8991,0973-7715,3.0
1662,Indian Journal of Orthopaedics,0019-5413,1998-3727,1.0
1663,Indian Journal of Otolaryngology and Head & Neck Surgery,2231-3796,0973-7707,0.6
1664,Indian Journal of Pediatrics,0019-5456,0973-7693,4.3
1665,Indian Journal of Physics,0973-1458,0974-9845,2.0
1666,Indian Journal of Pure and Applied Mathematics,0019-5588,0975-7465,0.7
1667,Indian Journal of Surgery,0972-2068,0973-9793,0.4
1668,Indian Journal of Surgical Oncology,0975-7651,0976-6952,0.5
1669,Indian Journal of Thoracic and Cardiovascular Surgery,0970-9134,0973-7723,0.7
1670,Indian Pediatrics,0019-6061,0974-7559,2.3
1671,Indian Phytopathology,0367-973X,2248-9800, 
1672,Indo-Iranian Journal, , , 
1673,Industrial Artificial Intelligence, ,2731-667X, 
1674,Infection,0300-8126,1439-0973,7.5
1675,Infectious Agents and Cancer,1750-9378, , 
1676,Infectious Diseases and Therapy,2193-8229,2193-6382,5.4
1677,Infectious Diseases of Poverty,2049-9957, , 
1678,Inflammation,0360-3997,1573-2576,5.1
1679,Inflammation Research,1023-3830,1420-908X,6.7
1680,Inflammation and Regeneration,1880-8190, , 
1681,Inflammopharmacology,0925-4692,1568-5608,5.8
1682,Info Diabetologie,1865-5459,2196-6362, 
1683,Informatik Spektrum,0170-6012,1432-122X, 
1684,Information Geometry,2511-2481,2511-249X, 
1685,Information Retrieval Journal,1386-4564,1573-7659,2.5
1686,Information Systems Frontiers,1387-3326,1572-9419,5.9
1687,Information Systems and e-Business Management,1617-9846,1617-9854,3.6
1688,Information Technology & Tourism,1098-3058,1943-4294,9.3
1689,Information Technology and Management,1385-951X,1573-7667,2.4
1690,Infrastructure Complexity, , , 
1691,Injury Epidemiology,2197-1714,2197-1714, 
1692,Inland Water Biology,1995-0829,1995-0837,0.9
1693,Innovation and Education,2524-8502, , 
1694,Innovations in Systems and Software Engineering,1614-5046,1614-5054,1.2
1695,Innovative Higher Education,0742-5627,1573-1758,2.2
1696,Innovative Infrastructure Solutions,2364-4176,2364-4184,2.4
1697,Inorganic Materials,0020-1685,1608-3172,0.8
1698,Inorganic Materials: Applied Research,2075-1133,2075-115X, 
1699,Inpharma Weekly, , , 
1700,Insectes Sociaux,0020-1812,1420-9098,1.3
1701,Insights into Imaging, ,1869-4101, 
1702,Instructional Science,0020-4277,1573-1952,2.5
1703,Instruments and Experimental Techniques,0020-4412,1608-3180,0.6
1704,Integral Equations and Operator Theory,0378-620X,1420-8989,0.8
1705,Integrated Assessment, , , 
1706,Integrated Pest Management Reviews, , , 
1707,Integrating Materials and Manufacturing Innovation,2193-9764,2193-9772,3.3
1708,Integrative Psychological and Behavioral Science,1932-4502,1936-3567,1.2
1709,Intelligent Industrial Systems, , , 
1710,Intelligent Marine Technology and Systems, ,2948-1953, 
1711,Intelligent Service Robotics,1861-2776,1861-2784,2.5
1712,Intensive Care Medicine,0342-4642,1432-1238,38.9
1713,Intensive Care Medicine Experimental, , , 
1714,Intensive Care Medicine – Paediatric and Neonatal, ,2731-944X, 
1715,Intensive Care Research, ,2666-9862, 
1716,Intensivmedizin und Notfallmedizin, , , 
1717,Interactive Surgery, , , 
1718,Interceram - International Ceramic Review, , , 
1719,Interchange,0826-4805,1573-1790, 
1720,Interdisciplinary Sciences: Computational Life Sciences,1913-2751,1867-1462,4.8
1721,Intereconomics, , , 
1722,Interest Groups & Advocacy, , , 
1723,Interface Science, , , 
1724,Internal and Emergency Medicine,1828-0447,1970-9366,4.6
1725,International Advances in Economic Research,1083-0898,1573-966X,1.2
1726,International Applied Mechanics,1063-7095,1573-8582,0.7
1727,International Aquatic Research, , , 
1728,Page not found, , , 
1729,International Archives of Occupational and Environmental Health,0340-0131,1432-1246,3.0
1730,International Breastfeeding Journal,1746-4358, , 
1731,International Cancer Conference Journal, ,2192-3183,0.7
1732,International Commerce Review, , , 
1733,International Communication of Chinese Culture,2197-4233,2197-4241,0.3
1734,International Criminology,2662-9968,2662-9976, 
1735,International Cybersecurity Law Review,2662-9720,2662-9739, 
1736,International Economics and Economic Policy,1612-4804,1612-4812,1.7
1737,International Entrepreneurship and Management Journal,1554-7191,1555-1938,5.6
1738,"International Environmental Agreements: Politics, Law and Economics",1567-9764,1573-1553,3.4
1739,International Journal for Educational Integrity,1833-2595,1833-2595, 
1740,International Journal for Educational and Vocational Guidance,1873-0388,1573-1782,1.8
1741,International Journal for Equity in Health,1475-9276, , 
1742,International Journal for Ion Mobility Spectrometry, , , 
1743,International Journal for Philosophy of Religion,0020-7047,1572-8684,0.9
1744,International Journal for the Advancement of Counselling,0165-0653,1573-3246,1.5
1745,International Journal for the Semiotics of Law - Revue internationale de Sémiotique juridique,0952-8059,1572-8722,0.8
1746,International Journal of Advanced Structural Engineering, , , 
1747,International Journal of Advances in Engineering Sciences and Applied Mathematics,0975-0770,0975-5616,0.9
1748,International Journal of Aeronautical and Space Sciences,2093-274X,2093-2480,1.7
1749,International Journal of Air-Conditioning and Refrigeration, ,2010-1333,1.0
1750,International Journal of Angiology, , , 
1751,International Journal of Anthropology, , , 
1752,International Journal of Anthropology and Ethnology, ,2366-1003, 
1753,International Journal of Applied Positive Psychology,2364-5040,2364-5059, 
1754,International Journal of Applied and Computational Mathematics,2349-5103,2199-5796, 
1755,International Journal of Arrhythmia,2466-1171, , 
1756,International Journal of Artificial Intelligence in Education, ,1560-4306,4.9
1757,International Journal of Asian Management, , , 
1758,International Journal of Automotive Technology,1229-9138,1976-3832,1.6
1759,International Journal of Behavioral Medicine,1070-5503,1532-7558,2.7
1760,International Journal of Behavioral Nutrition and Physical Activity,1479-5868, , 
1761,International Journal of Biometeorology,0020-7128,1432-1254,3.2
1762,International Journal of Bipolar Disorders, ,2194-7511, 
1763,International Journal of Bullying Prevention,2523-3653,2523-3661, 
1764,International Journal of Child Care and Education Policy, ,2288-6729, 
1765,International Journal of Civil Engineering,1735-0522,2383-3874,1.7
1766,International Journal of Clinical Oncology,1341-9625,1437-7772,3.3
1767,International Journal of Clinical Pharmacy,2210-7703,2210-7711,2.4
1768,International Journal of Clinical and Laboratory Research, , , 
1769,International Journal of Coal Science & Technology,2095-8293,2198-7823,8.3
1770,International Journal of Cognitive Therapy, ,1937-1217,2.6
1771,International Journal of Colorectal Disease, ,1432-1262,2.8
1772,International Journal of Community Well-Being,2524-5295,2524-5309, 
1773,International Journal of Computational Intelligence Systems, ,1875-6883,2.9
1774,International Journal of Computer Assisted Radiology and Surgery, ,1861-6429,3.0
1775,International Journal of Computer Vision,0920-5691,1573-1405,19.5
1776,International Journal of Computer-Supported Collaborative Learning,1556-1607,1556-1615,4.3
1777,International Journal of Concrete Structures and Materials, ,2234-1315, 
1778,"International Journal of Control, Automation and Systems",1598-6446,2005-4092,3.2
1779,International Journal of Corporate Social Responsibility, ,2366-0074, 
1780,International Journal of Crashworthiness, , , 
1781,International Journal of Data Science and Analytics,2364-415X,2364-4168,2.4
1782,International Journal of Dharma Studies, , , 
1783,International Journal of Diabetes in Developing Countries,0973-3930,1998-3832,0.9
1784,International Journal of Digital Humanities, ,2524-7840, 
1785,International Journal of Disaster Risk Science,2095-0055,2192-6395,4.0
1786,International Journal of Disclosure and Governance, , , 
1787,International Journal of Dynamics and Control,2195-268X,2195-2698, 
1788,International Journal of Early Childhood,0020-7187,1878-4658,4.4
1789,International Journal of Earth Sciences,1437-3254,1437-3262,2.3
1790,International Journal of Economic Policy Studies,2524-4892,1881-4387, 
1791,International Journal of Educational Advancement, , , 
1792,International Journal of Educational Technology in Higher Education, ,2365-9440, 
